order_id,product,quantity,price
O0055,SSD,2,4883.78
O0055,Mechanical Keyboard,2,44503.89
O0055,Smart Watch,3,34191.56
O0056,USB-C Cable,4,9085.4
O0056,Power Bank,3,42976.35
O0057,Backpack,4,10763.94
O0058,Power Bank,3,19075.82
O0058,USB Hub,4,25946.57
O0059,Desk Lamp,3,39190.41
O0060,Power Bank,4,43304.51
O0060,Smart Watch,4,5172.15
O0060,SSD,4,10377.99
O0061,Power Bank,1,18980.81
O0061,Monitor,4,36020.76
O0062,Monitor,3,20574.17
O0062,Webcam,3,30167.38
O0062,Phone Case,3,23487.48
O0062,Headphones,4,9996.76
O0063,Backpack,4,8310.0
O0063,Webcam,1,34290.19
O0064,Webcam,1,12330.12
O0065,Mechanical Keyboard,2,10262.99
O0065,USB-C Cable,4,26195.21
O0065,Desk Lamp,1,23526.15
O0065,Power Bank,2,2448.62
O0066,Smart Watch,4,32694.46
O0066,Wireless Mouse,3,5711.47
O0067,Backpack,2,38286.22
O0067,Laptop Stand,2,45100.76
O0068,Mechanical Keyboard,1,7061.12
O0068,Backpack,4,27733.33
O0068,Headphones,2,5028.5
O0068,SSD,4,30913.46
O0069,Smart Watch,1,42625.27
O0069,USB Hub,2,36808.45
O0069,USB-C Cable,3,14941.44
O0069,Bluetooth Speaker,4,20360.78
O0070,Desk Lamp,4,10498.31
O0070,Mechanical Keyboard,3,6207.64
O0071,Mechanical Keyboard,4,9137.71
O0071,Monitor,3,22601.99
O0071,USB-C Cable,2,12412.9
O0071,Desk Lamp,4,42595.47
O0072,Smart Watch,3,12569.64
O0072,Desk Lamp,2,8229.45
O0072,SSD,1,47011.95
O0073,USB Hub,1,25978.54
O0074,Laptop Stand,2,6760.39
O0074,USB Hub,2,47621.04
O0074,Smart Watch,1,24204.13
O0074,Power Bank,4,8345.13
O0075,USB Hub,1,6122.87
O0075,Smart Watch,1,16211.34
O0075,Laptop Stand,4,30483.83
O0075,Bluetooth Speaker,1,20141.47
O0076,Smart Watch,1,49431.47
O0076,Backpack,1,37131.41
O0077,Bluetooth Speaker,2,2694.31
O0077,Power Bank,4,39762.96
O0077,Desk Lamp,2,31209.9
O0077,USB-C Cable,1,39722.04
O0078,Backpack,3,313.98
O0078,Phone Case,3,14187.64
O0078,USB-C Cable,4,3289.74
O0078,USB Hub,2,6624.7
O0079,Power Bank,3,19766.78
O0079,USB-C Cable,1,16092.99
O0080,Bluetooth Speaker,3,23743.64
O0080,Monitor,3,17266.14
O0080,Power Bank,4,9025.33
O0080,Phone Case,1,42330.18
O0081,Backpack,4,37530.01
O0081,Smart Watch,2,26663.41
O0081,Wireless Mouse,4,33066.79
O0082,Bluetooth Speaker,2,18442.51
O0083,Webcam,3,25543.92
O0083,Headphones,3,21080.19
O0083,Phone Case,4,32423.18
O0083,Power Bank,2,20525.2
O0084,Backpack,1,4766.84
O0084,Power Bank,2,32843.78
O0085,Bluetooth Speaker,2,10049.93
O0085,USB Hub,1,43058.39
O0085,Phone Case,4,12483.68
O0086,USB Hub,2,33800.88
O0086,Headphones,2,45533.28
O0086,Mechanical Keyboard,3,27194.54
O0086,USB-C Cable,1,35128.28
O0087,Headphones,1,48810.19
O0087,Backpack,2,20102.87
O0087,Desk Lamp,2,1355.73
O0087,Smart Watch,3,20122.06
O0088,Phone Case,1,42727.42
O0088,Desk Lamp,4,16245.34
O0088,USB Hub,4,24592.25
O0089,Webcam,1,45650.06
O0089,SSD,4,42196.48
O0089,Headphones,4,48913.58
O0090,Desk Lamp,4,38175.99
O0091,Backpack,3,14607.14
O0091,Power Bank,2,29379.88
O0091,Mechanical Keyboard,2,20616.12
O0091,Headphones,2,40838.59
O0092,Bluetooth Speaker,4,8550.44
O0093,Backpack,2,41989.86
O0093,Wireless Mouse,4,7087.79
O0094,Headphones,2,9790.02
O0094,Mechanical Keyboard,4,7866.39
O0094,Monitor,1,31058.49
O0095,USB Hub,4,3667.1
O0095,SSD,4,39577.75
O0096,Laptop Stand,2,44264.48
O0097,Phone Case,2,41658.96
O0098,Headphones,1,21289.07
O0099,Backpack,4,49602.69
O0099,Laptop Stand,3,49970.21
O0099,Smart Watch,1,4939.91
O0100,Monitor,2,23167.2
O0100,Headphones,1,2759.67
O0100,Mechanical Keyboard,2,33677.77
O0101,Bluetooth Speaker,4,16211.97
O0101,SSD,2,37490.27
O0101,Desk Lamp,3,24663.62
O0101,Monitor,4,44671.94
O0102,USB-C Cable,4,7844.57
O0102,Headphones,1,26784.23
O0103,Smart Watch,1,21927.57
O0103,Wireless Mouse,1,38775.27
O0104,Wireless Mouse,2,41190.74
O0105,USB-C Cable,4,41190.61
O0105,Wireless Mouse,3,40995.15
O0105,Bluetooth Speaker,3,4818.25
O0106,Webcam,3,37664.98
O0106,Headphones,2,25307.09
O0107,Monitor,2,10576.29
O0107,Power Bank,1,37623.24
O0107,Phone Case,4,4480.92
O0108,Webcam,1,8931.26
O0109,SSD,1,49520.35
O0110,Desk Lamp,3,22545.73
O0110,USB-C Cable,4,43778.19
O0111,USB Hub,4,9775.57
O0111,Backpack,3,32871.48
O0112,Backpack,2,36788.31
O0113,Headphones,3,41460.64
O0114,Power Bank,1,30156.61
O0114,Phone Case,2,13156.2
O0114,Bluetooth Speaker,2,21048.07
O0115,Monitor,2,19390.4
O0115,Mechanical Keyboard,3,13679.7
O0116,Smart Watch,1,28290.94
O0117,Headphones,1,252.16
O0117,Monitor,1,44745.67
O0118,Desk Lamp,3,8762.63
O0119,Monitor,2,10914.88
O0119,SSD,1,29370.41
O0119,Power Bank,2,34039.45
O0119,Mechanical Keyboard,1,10860.8
O0120,USB-C Cable,1,43041.04
O0120,Mechanical Keyboard,1,16154.78
O0120,Backpack,2,2951.47
O0120,Webcam,2,17996.01
O0121,Laptop Stand,2,44439.6
O0121,USB Hub,1,46496.4
O0122,Monitor,2,6273.05
O0122,Backpack,3,42647.64
O0122,Mechanical Keyboard,4,41025.48
O0123,Backpack,2,16331.05
O0123,USB-C Cable,2,28926.68
O0123,Headphones,4,40347.31
O0123,Power Bank,4,48934.98
O0124,Bluetooth Speaker,2,24783.87
O0125,Backpack,4,29319.68
O0125,USB Hub,2,6576.02
O0126,Laptop Stand,4,29547.69
O0126,Bluetooth Speaker,4,18060.91
O0126,USB-C Cable,3,21688.65
O0127,Phone Case,4,46651.43
O0127,Desk Lamp,3,16596.27
O0128,Laptop Stand,3,23197.53
O0128,Power Bank,2,27808.07
O0129,Backpack,2,4912.06
O0129,Bluetooth Speaker,2,36210.07
O0129,USB Hub,1,19576.02
O0130,Smart Watch,3,46388.74
O0130,USB-C Cable,4,29949.25
O0130,Monitor,1,2817.28
O0130,Desk Lamp,3,47285.89
O0131,Mechanical Keyboard,3,34083.86
O0131,Bluetooth Speaker,1,28219.87
O0131,USB Hub,1,37223.31
O0131,SSD,1,42635.84
O0132,Smart Watch,1,471.56
O0133,Smart Watch,2,43961.43
O0133,Desk Lamp,4,28339.88
O0134,Wireless Mouse,1,38789.41
O0134,Bluetooth Speaker,1,26916.1
O0135,Backpack,4,42809.98
O0135,Laptop Stand,4,29793.78
O0136,Backpack,4,18847.3
O0137,Mechanical Keyboard,2,24190.82
O0138,USB-C Cable,2,18624.22
O0138,Backpack,1,6095.27
O0138,Smart Watch,2,39777.58
O0138,Headphones,1,14361.98
O0139,Monitor,3,23290.05
O0139,Laptop Stand,2,8335.91
O0139,USB Hub,3,33481.87
O0139,Headphones,1,31011.0
O0140,Mechanical Keyboard,2,26207.09
O0140,Wireless Mouse,4,7152.26
O0141,Headphones,1,17337.23
O0142,Mechanical Keyboard,3,20367.7
O0143,Webcam,3,43595.17
O0143,Monitor,4,21564.5
O0143,Backpack,3,21666.6
O0143,USB-C Cable,2,26822.12
O0144,Webcam,4,47942.63
O0145,Monitor,3,2445.71
O0145,Wireless Mouse,4,46805.53
O0145,USB-C Cable,4,6050.72
O0146,USB Hub,3,45803.09
O0146,Wireless Mouse,4,19981.22
O0146,Laptop Stand,3,22360.8
O0146,SSD,4,48442.87
O0147,Bluetooth Speaker,2,9629.3
O0148,USB-C Cable,3,35449.63
O0148,Backpack,4,41533.96
O0148,Laptop Stand,1,42138.3
O0149,SSD,3,27265.08
O0149,Bluetooth Speaker,4,48594.83
O0149,Headphones,4,35299.95
O0149,Mechanical Keyboard,4,22927.91
O0150,Webcam,2,19696.04
O0150,SSD,1,4055.32
O0151,Headphones,4,22413.43
O0152,USB Hub,4,1950.76
O0153,USB-C Cable,4,11090.47
O0153,SSD,2,46820.61
O0153,Bluetooth Speaker,3,48863.2
O0154,Laptop Stand,3,7848.37
O0155,USB Hub,1,9916.19
O0156,Headphones,2,26952.5
O0157,Smart Watch,3,43233.01
O0157,Headphones,3,17524.46
O0157,Laptop Stand,4,4709.84
O0157,Desk Lamp,2,22003.51
O0158,Phone Case,4,19038.83
O0159,Monitor,2,16171.56
O0159,Mechanical Keyboard,1,32727.96
O0160,Monitor,1,11585.55
O0161,Monitor,1,46845.15
O0161,Backpack,4,5543.16
O0162,Headphones,2,26072.57
O0163,Smart Watch,4,49740.78
O0164,Mechanical Keyboard,2,21202.95
O0164,Smart Watch,4,29728.24
O0165,Laptop Stand,1,31951.93
O0166,Headphones,2,23881.95
O0166,Backpack,4,3203.47
O0166,Wireless Mouse,4,32478.55
O0167,SSD,4,31626.06
O0167,Headphones,2,33192.97
O0167,Power Bank,2,33657.34
O0167,Monitor,4,18670.43
O0168,Headphones,3,23092.53
O0168,Smart Watch,3,37310.15
O0168,SSD,1,6730.53
O0168,Webcam,2,31414.88
O0169,Mechanical Keyboard,3,44754.46
O0170,Mechanical Keyboard,4,10042.82
O0170,Smart Watch,1,14707.21
O0170,Laptop Stand,2,44163.71
O0171,Phone Case,1,18011.6
O0171,Monitor,4,7540.81
O0171,USB-C Cable,2,13815.8
O0172,Bluetooth Speaker,2,27600.94
O0173,SSD,3,3681.6
O0174,Power Bank,3,40789.64
O0174,Laptop Stand,3,22521.38
O0175,Bluetooth Speaker,2,8981.51
O0175,Desk Lamp,2,23479.73
O0176,Monitor,4,15828.57
O0176,Webcam,4,13784.66
O0177,Wireless Mouse,3,18588.79
O0177,Mechanical Keyboard,2,11951.66
O0178,USB Hub,3,43384.18
O0178,Phone Case,3,49940.72
O0178,Wireless Mouse,2,44510.02
O0179,SSD,2,4240.47
O0179,Monitor,3,23963.59
O0179,Smart Watch,1,24815.86
O0180,Webcam,4,41862.33
O0180,Power Bank,3,5610.12
O0181,Desk Lamp,4,43670.02
O0181,USB Hub,4,44515.97
O0181,USB-C Cable,1,20201.75
O0182,Monitor,3,46951.51
O0182,Bluetooth Speaker,2,27937.69
O0183,Bluetooth Speaker,1,9919.24
O0183,Headphones,3,47473.82
O0184,Desk Lamp,2,41738.22
O0185,Monitor,3,8937.02
O0186,Laptop Stand,4,13381.64
O0187,Monitor,2,13954.13
O0187,SSD,1,48232.04
O0187,Bluetooth Speaker,3,21610.86
O0187,Mechanical Keyboard,2,21738.28
O0188,Laptop Stand,3,41788.26
O0188,Desk Lamp,2,10810.13
O0188,Monitor,3,28643.13
O0189,Webcam,4,2123.49
O0190,Laptop Stand,4,40534.05
O0191,USB-C Cable,3,18701.85
O0191,Phone Case,1,9934.69
O0191,Mechanical Keyboard,1,20619.43
O0192,Power Bank,3,34581.02
O0192,Desk Lamp,3,49151.76
O0193,Power Bank,3,46181.68
O0194,Mechanical Keyboard,3,37776.74
O0194,Laptop Stand,4,23516.92
O0195,Mechanical Keyboard,1,9430.69
O0196,Laptop Stand,1,45397.72
O0196,Power Bank,4,40174.49
O0197,Headphones,2,47200.16
O0197,Bluetooth Speaker,1,20220.98
O0197,Laptop Stand,4,42363.22
O0198,Phone Case,2,1947.82
O0199,USB-C Cable,4,39187.68
O0200,USB-C Cable,4,42448.36
O0200,USB Hub,1,2715.69
O0200,Webcam,1,43396.69
O0201,Laptop Stand,3,39084.75
O0201,Phone Case,1,46936.87
O0201,Mechanical Keyboard,1,22171.89
O0202,Wireless Mouse,3,41060.2
O0202,USB-C Cable,1,14534.17
O0202,SSD,3,6067.63
O0203,USB-C Cable,4,39386.19
O0203,Monitor,2,45674.06
O0203,Bluetooth Speaker,4,36877.86
O0203,Smart Watch,1,33962.0
O0204,Desk Lamp,2,48038.19
O0204,Smart Watch,4,36146.45
O0205,Desk Lamp,3,49333.11
O0205,USB Hub,2,4870.63
O0205,Webcam,3,43800.84
O0205,USB-C Cable,2,14344.76
O0206,Monitor,2,15204.75
O0206,Webcam,4,38554.62
O0206,Headphones,1,30395.87
O0207,Bluetooth Speaker,4,1416.65
O0207,Phone Case,2,35652.51
O0208,Bluetooth Speaker,3,24880.13
O0209,Power Bank,4,1737.46
O0209,Wireless Mouse,4,19941.52
O0210,Backpack,2,13028.11
O0210,USB Hub,3,43356.12
O0211,Desk Lamp,3,10952.05
O0212,Webcam,1,1552.67
O0212,SSD,2,35557.84
O0212,Power Bank,4,31849.91
O0212,Desk Lamp,2,26673.32
O0213,Backpack,3,10235.44
O0213,Mechanical Keyboard,1,40624.27
O0213,Power Bank,4,17607.27
O0214,USB Hub,3,16740.72
O0214,Mechanical Keyboard,4,8621.91
O0214,Power Bank,2,4681.07
O0214,Laptop Stand,1,6180.51
O0215,Wireless Mouse,1,6799.6
O0215,Backpack,1,41396.28
O0216,Desk Lamp,2,31994.68
O0216,Mechanical Keyboard,4,26200.83
O0216,Smart Watch,4,22479.16
O0217,USB-C Cable,1,39868.27
O0217,Phone Case,4,7844.87
O0217,Bluetooth Speaker,2,12467.34
O0218,Monitor,4,38297.22
O0218,Backpack,1,15520.74
O0218,Headphones,4,34506.29
O0218,Bluetooth Speaker,1,45506.87
O0219,Bluetooth Speaker,4,14632.74
O0220,Backpack,3,31251.61
O0220,Bluetooth Speaker,4,34737.32
O0220,Smart Watch,1,33801.57
O0221,USB Hub,1,4517.23
O0221,Headphones,2,11272.92
O0221,Mechanical Keyboard,2,37195.73
O0222,Monitor,4,27379.75
O0222,Laptop Stand,1,23732.29
O0223,Power Bank,2,26526.15
O0223,SSD,3,36927.25
O0223,Phone Case,3,3777.15
O0223,Mechanical Keyboard,2,24182.26
O0224,Power Bank,2,48116.56
O0224,Webcam,3,9207.04
O0224,SSD,2,11001.42
O0225,Mechanical Keyboard,3,21709.89
O0226,Webcam,4,36725.63
O0227,Laptop Stand,1,8533.78
O0227,Wireless Mouse,4,31405.63
O0227,Headphones,1,32148.75
O0228,Power Bank,4,11686.82
O0228,Bluetooth Speaker,1,25109.44
O0229,Mechanical Keyboard,1,14486.24
O0229,SSD,2,13289.99
O0229,Power Bank,2,29204.75
O0229,Phone Case,4,49514.85
O0230,Power Bank,4,10351.26
O0230,Mechanical Keyboard,2,41674.29
O0230,Phone Case,3,15298.46
O0230,Bluetooth Speaker,4,49282.93
O0231,Power Bank,4,39961.73
O0231,Backpack,4,16177.33
O0232,Backpack,3,25373.04
O0232,Headphones,3,20533.49
O0233,SSD,2,6534.85
O0233,Headphones,2,42554.94
O0233,Monitor,1,22423.86
O0234,Laptop Stand,1,27787.26
O0235,Wireless Mouse,3,13895.55
O0235,USB Hub,3,2934.76
O0235,Bluetooth Speaker,1,29169.02
O0235,USB-C Cable,4,42468.85
O0236,Mechanical Keyboard,1,30406.0
O0237,Power Bank,3,3774.5
O0238,Power Bank,4,747.63
O0238,SSD,3,45213.43
O0239,Webcam,3,7670.97
O0240,Backpack,4,24803.37
O0240,Monitor,4,15152.54
O0240,USB-C Cable,4,18110.38
O0240,Phone Case,2,11374.91
O0241,Wireless Mouse,2,22070.09
O0241,Webcam,1,32270.67
O0241,Mechanical Keyboard,1,38876.09
O0242,Desk Lamp,1,23855.12
O0242,Power Bank,3,12428.19
O0242,Laptop Stand,3,2318.08
O0243,Backpack,1,46298.2
O0243,Power Bank,4,10226.15
O0243,USB-C Cable,3,1088.48
O0243,Smart Watch,4,46262.13
O0244,SSD,3,45312.93
O0244,Smart Watch,4,48540.37
O0244,Wireless Mouse,1,4091.18
O0245,Wireless Mouse,3,20978.23
O0245,Backpack,3,7847.27
O0245,Desk Lamp,3,37039.55
O0246,Monitor,3,25588.55
O0246,Phone Case,2,15747.27
O0246,Wireless Mouse,4,36708.6
O0247,USB Hub,2,47138.91
O0247,USB-C Cable,3,10918.14
O0247,Wireless Mouse,3,43005.14
O0247,Bluetooth Speaker,3,42614.76
O0248,Monitor,3,46347.19
O0248,Laptop Stand,1,34706.74
O0249,Phone Case,1,4601.43
O0249,Backpack,3,17117.85
O0250,Bluetooth Speaker,4,14398.1
O0250,Power Bank,3,42314.83
O0250,Wireless Mouse,2,26098.58
O0251,Wireless Mouse,4,32608.57
O0251,Desk Lamp,4,5970.76
O0252,Monitor,2,7802.97
O0252,SSD,1,34438.19
O0253,Wireless Mouse,3,7160.42
O0254,USB-C Cable,2,26188.45
O0254,Power Bank,2,1794.77
O0255,Backpack,2,32635.48
O0255,Phone Case,4,885.11
O0256,Power Bank,1,22935.06
O0257,Webcam,1,26614.97
O0257,Desk Lamp,2,29756.08
O0258,Wireless Mouse,3,17371.6
O0259,Webcam,4,47130.73
O0259,Backpack,2,30147.36
O0259,Desk Lamp,1,38238.43
O0260,Smart Watch,4,2307.84
O0260,Monitor,4,22356.9
O0260,Laptop Stand,4,7506.81
O0260,Desk Lamp,3,16946.03
O0261,Backpack,1,22733.89
O0262,Mechanical Keyboard,4,16329.28
O0263,Smart Watch,1,23847.87
O0264,Wireless Mouse,2,25301.38
O0264,Mechanical Keyboard,1,21297.03
O0264,Backpack,1,46518.25
O0264,USB-C Cable,3,48561.53
O0265,SSD,4,22521.97
O0265,USB Hub,1,42801.67
O0265,Laptop Stand,2,19615.5
O0266,Smart Watch,1,15208.75
O0266,USB Hub,1,1746.27
O0267,Headphones,3,9228.81
O0267,Webcam,3,33804.68
O0268,Smart Watch,2,35893.24
O0268,Laptop Stand,2,23431.16
O0269,SSD,2,45023.55
O0269,Mechanical Keyboard,1,17262.98
O0269,Bluetooth Speaker,3,24830.09
O0270,Headphones,1,12074.63
O0271,Mechanical Keyboard,4,30404.3
O0271,Bluetooth Speaker,4,35574.89
O0271,Phone Case,2,49640.84
O0272,Bluetooth Speaker,3,26754.84
O0272,Smart Watch,4,30731.85
O0272,Power Bank,1,902.41
O0273,USB Hub,3,2169.1
O0274,USB Hub,1,13839.53
O0274,Mechanical Keyboard,4,14110.87
O0275,Bluetooth Speaker,1,19054.32
O0276,Backpack,2,4667.62
O0276,Webcam,2,1454.21
O0277,Laptop Stand,2,49541.33
O0278,Bluetooth Speaker,2,38741.18
O0278,Wireless Mouse,1,42243.76
O0278,SSD,4,44795.13
O0278,Smart Watch,1,38389.4
O0279,Phone Case,2,46475.26
O0279,SSD,2,49713.61
O0280,Power Bank,4,4843.89
O0281,USB-C Cable,3,40000.3
O0281,Phone Case,4,30199.03
O0282,Bluetooth Speaker,4,2313.41
O0282,Desk Lamp,2,22520.16
O0282,Mechanical Keyboard,2,19757.2
O0283,Power Bank,4,13661.98
O0283,Desk Lamp,4,21412.35
O0284,Monitor,2,25232.43
O0284,Smart Watch,1,17725.11
O0284,Bluetooth Speaker,1,28375.35
O0284,Phone Case,3,41229.84
O0285,USB Hub,4,39278.16
O0285,Laptop Stand,2,41938.2
O0286,SSD,4,29290.28
O0286,Smart Watch,2,46493.03
O0286,Mechanical Keyboard,2,5935.27
O0286,USB Hub,2,36106.82
O0287,Webcam,4,3561.86
O0287,Laptop Stand,3,13075.15
O0287,Wireless Mouse,3,33212.64
O0288,Mechanical Keyboard,2,9460.53
O0288,Webcam,4,16297.64
O0289,Headphones,2,22243.27
O0290,Monitor,4,22875.54
O0290,USB-C Cable,2,24221.33
O0290,Power Bank,4,46132.41
O0291,Mechanical Keyboard,2,17886.21
O0291,USB Hub,2,22731.02
O0291,Desk Lamp,3,9663.25
O0291,Headphones,2,44938.09
O0292,Phone Case,1,17081.99
O0292,Backpack,3,32840.88
O0292,Power Bank,2,47501.6
O0292,Laptop Stand,1,37475.02
O0293,Smart Watch,4,18542.54
O0293,SSD,2,26950.2
O0294,SSD,2,12875.56
O0294,Bluetooth Speaker,2,19417.88
O0295,USB-C Cable,3,31421.23
O0296,Webcam,2,26787.5
O0296,Bluetooth Speaker,4,19066.62
O0297,USB Hub,4,39723.9
O0297,Laptop Stand,2,21568.12
O0297,Backpack,1,34975.26
O0297,Smart Watch,3,23026.14
O0298,Power Bank,4,25481.31
O0298,Mechanical Keyboard,1,43493.22
O0298,Headphones,3,31520.61
O0298,Wireless Mouse,4,37776.6
O0299,Desk Lamp,1,27897.28
O0299,Smart Watch,3,43044.23
O0299,Backpack,1,32489.2
O0300,Wireless Mouse,4,35247.13
O0300,Webcam,2,10376.11
